position,link,company,location,status,salary,company_cleaned,min_salary,max_salary,city,state,City_x,Salary 10th Percentile (for the city),Salary 25th Percentile (for the city),Salary 50th Percentile (for the city),Salary 75th Percentile (for the city),Salary 90th Percentile (for the city),City_y,Price To Income Ratio,H1B
Senior Data scientist,https://www.indeed.com/rc/clk?jk=a5e2c5c143eae878&fccid=82a5852c691fe3de&vjs=3,Fractal Analytics,New Jersey,"Posted
Posted 2 days ago",136K - 172K,fractal analytics,136000.0,172000.0,new jersey,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Machine Learning Engineer Graduate (Search E-commerce) - 2024 Start (PhD),https://www.indeed.com/rc/clk?jk=88a598c5d1db189c&fccid=caed318a9335aac0&vjs=3,TikTok,"San Jose, CA","Posted
Posted 2 days ago",145000 - 250000,tiktok,145000.0,250000.0,san jose,CA,san jose,76339.0,85302.0,95146.0,103408.0,110930.0,san jose,10.2,Yes
Senior Data Scientist,https://www.indeed.com/rc/clk?jk=56d3cf959e4a8cd8&fccid=4ecbaefe0044b519&vjs=3,SailPoint,Remote,"Posted
Posted 2 days ago",128K - 162K,sailpoint,128000.0,162000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
#11156 - Data Scientist,https://www.indeed.com/rc/clk?jk=bb1dfae1d3650673&fccid=1ff6b9c57ab507aa&vjs=3,Qualitest,Remote,"Posted
Posted 2 days ago",115000 - 130000,qualitest,115000.0,130000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
"Machine Learning Engineer, Core Engineering",https://www.indeed.com/rc/clk?jk=ea12c4210dd5a61f&fccid=43014b1412e0a7b6&vjs=3,Pinterest,"Hybrid remote in San Francisco, CA","Posted
Posted 2 days ago",165K - 209K,pinterest,165000.0,209000.0,hybrid remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Statistician- Data Scientist III- PCAPP,https://www.indeed.com/rc/clk?jk=62e1c67568cdf8a1&fccid=17d397c17f760b21&vjs=3,Battelle,"Pueblo, CO","Posted
Posted 2 days ago",105000 - 135000,battelle,105000.0,135000.0,pueblo,CO,pueblo,57081.0,63783.0,71143.0,77321.0,82946.0,Not Applicable,Not Applicable,No
Generative AI Developer,https://www.indeed.com/company/ClinDCast-LLC/jobs/Developer-ee5ded8f2d606484?fccid=7c1160c7a30bc202&vjs=3,ClinDCast LLC,"Tampa, FL","Posted
Posted 2 days ago",60 - 65 an hour,clindcast llc,124800.0,135200.0,tampa,FL,tampa,57896.0,64693.0,72159.0,78425.0,84130.0,tampa,4.8,No
"Senior Data Scientist, AIML, GenAI, NLP, CV",https://www.indeed.com/rc/clk?jk=c5f0184a73ea2409&fccid=8a644f7a25dca5dc&vjs=3,Ancestry,"Lehi, UT 84043","Posted
Posted 2 days ago",143K - 181K,ancestry,143000.0,181000.0,lehi,UT,lehi,55668.0,62204.0,69382.0,75407.0,80892.0,Not Applicable,Not Applicable,Yes
Deep Learning Engineer,https://www.indeed.com/rc/clk?jk=8afc12af109eac31&fccid=74a4b2141032dade&vjs=3,Cyberjin,Remote,"Posted
Posted 2 days ago",120K - 152K,cyberjin,120000.0,152000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Artificial Intelligence / Machine Learning Expert,https://www.indeed.com/company/MARVEL-TECHNOLOGIES-INC/jobs/Machine-Learning-Engineer-55abeaaf806fc9c6?fccid=6b531c188bcd8d43&vjs=3,MARVEL TECHNOLOGIES INC,"Auburn Hills, MI 48326","Posted
Posted 2 days ago",55 - 60 an hour,marvel technologies inc,114400.0,124800.0,auburn hills,MI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Data Analyst,https://www.indeed.com/rc/clk?jk=bae906590a8828d9&fccid=26deb41c911804e2&vjs=3,Florida Virtual School,Florida,"Posted
Posted 2 days ago",69591 - 125264,florida virtual school,69591.0,125264.0,florida,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Senior Data Analyst,https://www.indeed.com/rc/clk?jk=b7e5dbf98cef1fb5&fccid=1d718e0e6bd3b5f7&vjs=3,Blue Water Thinking,Remote,"Posted
Posted 2 days ago",95000 - 110000,blue water thinking,95000.0,110000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
2024 University Graduate - Machine Learning Engineer,https://www.indeed.com/rc/clk?jk=4158d9c4dc97e5fb&fccid=f89deb5a97c7738a&vjs=3,Adobe,"San Jose, CA 95110 
(Downtown area)","Posted
Posted 2 days ago",116800 - 213900,adobe,116800.0,213900.0,san jose,CA,san jose,76339.0,85302.0,95146.0,103408.0,110930.0,san jose,10.2,Yes
Senior Research/Data Analyst (4206042),https://www.indeed.com/rc/clk?jk=afdff628052e7477&fccid=cdf50da77e83deaa&vjs=3,State of Missouri,"Jefferson City, MO 65109","Posted
Posted 2 days ago",64000 - 70000,state of missouri,64000.0,70000.0,jefferson city,MO,jefferson city,57890.0,64687.0,72152.0,78417.0,84121.0,Not Applicable,Not Applicable,No
Data Scientist,https://www.indeed.com/rc/clk?jk=c407aefd52722188&fccid=64fb1c7942b273eb&vjs=3,Vetegrity,"Annapolis Junction, MD 20701","Posted
Posted 2 days ago",115K - 145K,vetegrity,115000.0,145000.0,annapolis junction,MD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Machine Learning Engineer Graduate (Search E-commerce) - 2024 Start (PhD),https://www.indeed.com/rc/clk?jk=87c0e1fbb2634d28&fccid=caed318a9335aac0&vjs=3,TikTok,"Seattle, WA","Posted
Posted 2 days ago",137750 - 237500,tiktok,137750.0,237500.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
"Machine Learning Engineer, On-Device",https://www.indeed.com/rc/clk?jk=05e156b769721002&fccid=0555014e7bce64c3&vjs=3,"Grammarly, Inc.",Hybrid remote in United States,"Posted
Posted 2 days ago",337000 - 403000,grammarly inc,337000.0,403000.0,hybrid remote in united states,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Data Scientist / Targeting Analyst,https://www.indeed.com/rc/clk?jk=35af3473d7ef04b5&fccid=ccfce62820936877&vjs=3,"Systems Planning and Analysis, Inc.","Fort Meade, MD","Posted
Posted 2 days ago",123K - 155K,systems planning and analysis inc,123000.0,155000.0,fort meade,MD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Senior Data Analyst - Monetization,https://www.indeed.com/rc/clk?jk=3b0eabdeffa66afd&fccid=d9842333df5404ce&vjs=3,SentinelOne,Remote,"Posted
Posted 2 days ago",106000 - 145000,sentinelone,106000.0,145000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Sr Data Analyst,https://www.indeed.com/rc/clk?jk=4f2fd4288bcc7a19&fccid=4e28c77bcc39f52b&vjs=3,NIKA Solutions,"San Antonio, TX","Posted
Posted 2 days ago",89.5K - 113K,nika solutions,89500.0,113000.0,san antonio,TX,san antonio,58663.0,65550.0,73114.0,79463.0,85244.0,san antonio,6.2,Yes
Senior Data Analyst,https://www.indeed.com/rc/clk?jk=413e984b87b4d068&fccid=9770fb781fd4d2bb&vjs=3,i-APS,Remote,"Posted
Posted 2 days ago",76.2K - 96.5K,iaps,76200.0,96500.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
Machine Learning Engineer - Obstetric Ultrasound,https://www.indeed.com/rc/clk?jk=7f5ed737b504546f&fccid=65b5f2aba4dbd31f&vjs=3,GE Healthcare,Remote,"Posted
Posted 2 days ago",120000 - 150000,ge healthcare,120000.0,150000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Senior Data Scientist - Modeling & Optimization,https://www.indeed.com/rc/clk?jk=e644c7c9ae306857&fccid=3c371b712ace44cf&vjs=3,DISH,"Foster City, CA 94404 
(Town Center area)","Posted
Posted 2 days ago",119000 - 145000,dish,119000.0,145000.0,foster city,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Sr. Data Analyst,https://www.indeed.com/rc/clk?jk=60fc74664d3b7a1a&fccid=4021c844c5d52959&vjs=3,Slickdeals,"Los Angeles, CA","Posted
Posted 2 days ago",103K - 130K,slickdeals,103000.0,130000.0,los angeles,CA,los angeles,68292.0,76309.0,85116.0,92507.0,99236.0,los angeles,6.7,No
SAS Experienced Data Scientist,https://www.indeed.com/rc/clk?jk=1056a9211bb1b4bb&fccid=dd616958bd9ddc12&vjs=3,Commonwealth Strategic Solutions Llc,"Arlington, VA 22204 
(Douglas Park area)","Posted
Posted 2 days ago",120K - 152K,commonwealth strategic solutions llc,120000.0,152000.0,arlington,VA,arlington,65141.0,72788.66666666667,81188.66666666667,88238.66666666667,94657.66666666667,arlington,5.9,No
SAP Data Archiving Architect,https://www.indeed.com/rc/clk?jk=752ce8ba6e0ddcae&fccid=105ecfd0283f415f&vjs=3,Capgemini,"Atlanta, GA 30305 
(North Buckhead area)","Posted
Posted 2 days ago",135K - 171K,capgemini,135000.0,171000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,No
Senior Healthcare Data Analyst,https://www.indeed.com/rc/clk?jk=c0a0668ca766346a&fccid=3d93143c99ff89a3&vjs=3,Milliman,"Atlanta, GA","Posted
Posted 2 days ago",80000 - 125000,milliman,80000.0,125000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,Yes
AI Consultant,https://www.indeed.com/rc/clk?jk=5dd2b3d8e6455480&fccid=af15635ec50b5cfc&vjs=3,DataArt,United States,"Posted
Posted 2 days ago",170000 - 180000,dataart,170000.0,180000.0,united states,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
STATISTICIAN (EDUCATION),https://www.indeed.com/rc/clk?jk=d5702dae683f0ee0&fccid=5410630ffb7c48c0&vjs=3,US Department of Defense Education Activity,"Alexandria, VA 22311 
(Alexandria West area)","Posted
Posted 2 days ago",112015 - 145617,us department of defense education activity,112015.0,145617.0,alexandria,VA,alexandria,60804.0,67942.5,75783.0,82363.5,88355.0,alexandria,4.2,No
Data Scientist (TS with Full Scope Poly-REQUIRED),https://www.indeed.com/company/L.-Jackson-Associates-LLC/jobs/Data-Scientist-8fc7d7319d260452?fccid=a85ea646eea86696&vjs=3,L. Jackson Associates LLC o/b/o Cognito Cyber...,"Brambleton, VA 20148","Posted
Posted 2 days ago",118K - 149K,l jackson associates llc obo cognito cyber,118000.0,149000.0,brambleton,VA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Senior Statistician 1,https://www.indeed.com/rc/clk?jk=76b0c91b6f5ca10a&fccid=600e6abd00b4b668&vjs=3,"Applied Research Associates, Inc","Egg Harbor Township, NJ","Posted
Posted 2 days ago",102K - 129K,applied research associates inc,102000.0,129000.0,egg harbor township,NJ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Machine Learning Signal Processing Engineer,https://www.indeed.com/rc/clk?jk=084b0a2a52bd81d2&fccid=8765a4045377753a&vjs=3,Leidos,"Arlington, VA 22201","Posted
Posted 2 days ago",78000 - 141000,leidos,78000.0,141000.0,arlington,VA,arlington,65141.0,72788.66666666667,81188.66666666667,88238.66666666667,94657.66666666667,arlington,5.9,Yes
Senior Statistician 1,https://www.indeed.com/rc/clk?jk=f9fbc3752666aef7&fccid=600e6abd00b4b668&vjs=3,"Applied Research Associates, Inc","Atlantic City, NJ 08401","Posted
Posted 2 days ago",102K - 129K,applied research associates inc,102000.0,129000.0,atlantic city,NJ,atlantic city,65157.0,72806.0,81208.0,88260.0,94680.0,Not Applicable,Not Applicable,Yes
Senior Data Analyst,https://www.indeed.com/rc/clk?jk=67aeeb369f27ed94&fccid=7d91c111277d9c62&vjs=3,fusionSpan,Remote,"Posted
Posted 2 days ago",98.2K - 124K,fusionspan,98200.0,124000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
Data Analyst - Sr. Professional,https://www.indeed.com/rc/clk?jk=0b209e0e11dfda4a&fccid=1ea0475711674f3b&vjs=3,"Fiserv, Inc.","Omaha, NE 68124","Posted
Posted 2 days ago",69.6K - 88.1K,fiserv inc,69600.0,88100.0,omaha,NE,omaha,57509.0,64261.0,71677.0,77901.0,83568.0,omaha,5.2,Yes
"Director, Data Science and Analytics",https://www.indeed.com/rc/clk?jk=7c06e3136f3c5347&fccid=ad1d9fc354f41a47&vjs=3,Razorfish,"Miami, FL 33133 
(North-East Coconut Grove area)","Posted
Posted 2 days ago",125K - 158K,razorfish,125000.0,158000.0,miami,FL,miami,59034.0,65965.0,73578.0,79967.0,85784.0,miami,5.4,No
AI/HPC Systems Performance Engineer,https://www.indeed.com/rc/clk?jk=acf3838f2399463f&fccid=ba07516c418dda52&vjs=3,Meta,"Menlo Park, CA 94025","Posted
Posted 2 days ago",205000 - 281000,meta,205000.0,281000.0,menlo park,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data & AI Azure Cloud Architect,https://www.indeed.com/rc/clk?jk=30fef74da1a484de&fccid=b2708d9d49a9be1e&vjs=3,"Harvard Partners, LLP, Trusted Advisors to IT",Remote,"Posted
Posted 2 days ago",137K - 174K,harvard partners llp trusted advisors to it,137000.0,174000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
AI Engineering Consultant,https://www.indeed.com/rc/clk?jk=016d954482b5a0ee&fccid=940289e013273b21&vjs=3,SEP,"Westfield, IN","Posted
Posted 2 days ago",96.4K - 122K,sep,96400.0,122000.0,westfield,IN,westfield,63550.0,71011.0,79206.0,86084.0,92346.0,Not Applicable,Not Applicable,No
Machine Learning Engineer,https://www.indeed.com/rc/clk?jk=06fa77c72b2c4469&fccid=4ac0cc46b49757a0&vjs=3,SIS,"Austin, TX","Posted
Posted 2 days ago",114K - 144K,sis,114000.0,144000.0,austin,TX,austin,59824.0,66848.0,74562.0,81037.0,86932.0,austin,6.8,No
Senior Staff Data analyst lead,https://www.indeed.com/rc/clk?jk=9ff40a492e5f05f4&fccid=1c8655b948495cbc&vjs=3,Realtor.com Careers,"Austin, TX","Posted
Posted 2 days ago",142K - 179K,realtorcom careers,142000.0,179000.0,austin,TX,austin,59824.0,66848.0,74562.0,81037.0,86932.0,austin,6.8,No
SiteOps Data Center Production Operations Engineer,https://www.indeed.com/rc/clk?jk=b638bb3e3d5fdcc9&fccid=ba07516c418dda52&vjs=3,Meta,"Menlo Park, CA 94025","Posted
Posted 2 days ago",104998 - 153005,meta,104998.0,153005.0,menlo park,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Sr. Data Analyst,https://www.indeed.com/company/Compass-Group/jobs/Senior-Data-Analyst-8beb04328e62f67c?fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,"New York, NY 10006 
(Financial District area)","Posted
Posted 2 days ago",85000 - 105000,compass group,85000.0,105000.0,new york,NY,new york,71473.0,79864.0,89081.0,96816.0,103859.0,new york,10.2,Yes
"Tech Lead Machine Learning Engineer, Web Ads and Open-loop E-Commerce",https://www.indeed.com/rc/clk?jk=2fcf5abcb74ece03&fccid=caed318a9335aac0&vjs=3,TikTok,"San Jose, CA","Posted
Posted 2 days ago",224000 - 410000,tiktok,224000.0,410000.0,san jose,CA,san jose,76339.0,85302.0,95146.0,103408.0,110930.0,san jose,10.2,Yes
Senior Staff Machine Learning Engineer,https://www.indeed.com/rc/clk?jk=dbf30d81b5f726bb&fccid=61a9e75b02322b93&vjs=3,EarnIn,Remote,"Posted
Posted 2 days ago",158K - 200K,earnin,158000.0,200000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
Machine Learning Operations Engineer - Obstetric Ultrasound,https://www.indeed.com/rc/clk?jk=fbf4354519eb86a4&fccid=65b5f2aba4dbd31f&vjs=3,GE Healthcare,Remote,"Posted
Posted 2 days ago",120000 - 150000,ge healthcare,120000.0,150000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Software Engineer - Machine Learning,https://www.indeed.com/rc/clk?jk=27bc1195970dd32a&fccid=9b93a6bdb72f6f9c&vjs=3,InstaDeep,"Hybrid remote in Boston, MA","Posted
Posted 2 days ago",132K - 167K,instadeep,132000.0,167000.0,hybrid remote in boston,MA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Senior HRIS Data Analyst,https://www.indeed.com/rc/clk?jk=8b0dadf256fe72f2&fccid=f066cbdabcc10e27&vjs=3,Chromalloy,"Palm Beach Gardens, FL 33410","Posted
Posted 2 days ago",79.8K - 101K,chromalloy,79800.0,101000.0,palm beach gardens,FL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Specialist Solutions Architect - Machine Learning (Public Sector),https://www.indeed.com/rc/clk?jk=559d0b549d4daec6&fccid=3d0f7ba22a49432f&vjs=3,Databricks,"Remote in Washington, DC","Posted
Posted 2 days ago",158600 - 280600,databricks,158600.0,280600.0,remote in washington,DC,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Data Analyst,https://www.indeed.com/company/The-Intersect-Group/jobs/Senior-Data-Analyst-5871d809ba72fbc5?fccid=110725efee4cab69&vjs=3,The Intersect Group,"Hybrid remote in Greenwood Village, CO 80111","Posted
Posted 2 days ago",55 - 65 an hour,the intersect group,114400.0,135200.0,hybrid remote in greenwood village,CO,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Machine Learning Technical Lead - Obstetric Ultrasound,https://www.indeed.com/rc/clk?jk=65df6f3acf36cdae&fccid=65b5f2aba4dbd31f&vjs=3,GE Healthcare,Remote,"Posted
Posted 2 days ago",130000 - 170000,ge healthcare,130000.0,170000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Principal Data Science,https://www.indeed.com/rc/clk?jk=89cb09103caab5b9&fccid=4b7bfc146217c50e&vjs=3,The Infosoft Group,"Riverwoods, IL","Posted
Posted 2 days ago",125K - 158K,the infosoft group,125000.0,158000.0,riverwoods,IL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
AI/HPC Systems Performance Engineer,https://www.indeed.com/rc/clk?jk=a1dff61aa5eb69ef&fccid=ba07516c418dda52&vjs=3,Meta,"Redmond, WA","Posted
Posted 2 days ago",205000 - 281000,meta,205000.0,281000.0,redmond,WA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Machine Learning Signal Processing Engineer,https://www.indeed.com/rc/clk?jk=b8fcba7844ea336d&fccid=8765a4045377753a&vjs=3,Leidos,"San Diego, CA 92121","Posted
Posted 2 days ago",78000 - 141000,leidos,78000.0,141000.0,san diego,CA,san diego,65643.0,73350.0,81815.0,88919.0,95387.0,san diego,9.8,Yes
Senior Statistical Programmer (REMOTE),https://www.indeed.com/rc/clk?jk=8af71036e1726375&fccid=274a5f8ac910fe45&vjs=3,Glaukos Corporation,Remote in United States,"Posted
Posted 2 days ago",94800 - 123300,glaukos corporation,94800.0,123300.0,remote in united states,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Lead Data Scientist (Deep Learning),https://www.indeed.com/rc/clk?jk=50e8767ae0b7e02a&fccid=cba01270e96bb012&vjs=3,Tiger Analytics,Remote,"Posted
Posted 2 days ago",133K - 168K,tiger analytics,133000.0,168000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Visiting Research Data Manager - Beckman Institute for Advanced Science and Technology,https://www.indeed.com/rc/clk?jk=839ad03d3306f767&fccid=b45314de4ac61844&vjs=3,Universtiy of Illinois Urbana-Champaign,"Urbana, IL","Posted
Posted 2 days ago",60000 - 80000,universtiy of illinois urbanachampaign,60000.0,80000.0,urbana,IL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Manager Data Science,https://www.indeed.com/rc/clk?jk=81d70744431ebbcd&fccid=4b7bfc146217c50e&vjs=3,The Infosoft Group,"Riverwoods, IL","Posted
Posted 2 days ago",114K - 144K,the infosoft group,114000.0,144000.0,riverwoods,IL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Senior Machine Learning Engineer - Search Recommendation, E-commerce Search Growth",https://www.indeed.com/rc/clk?jk=673f35c5ac3c7782&fccid=caed318a9335aac0&vjs=3,TikTok,"Seattle, WA","Posted
Posted 2 days ago",184300 - 337250,tiktok,184300.0,337250.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Director of Data,https://www.indeed.com/rc/clk?jk=988db17e557ee712&fccid=d2f4cf9079110b63&vjs=3,Equity Bank,"Wichita, KS 67207 
(Eastridge area)","Posted
Posted 2 days ago",116K - 148K,equity bank,116000.0,148000.0,wichita,KS,wichita,57361.0,64095.0,71492.0,77700.0,83352.0,wichita,1.7,No
Senior Gameplay Engineer - AI,https://www.indeed.com/rc/clk?jk=77112de6102e5531&fccid=66403b30a2c0d89c&vjs=3,Netflix,"Los Angeles, CA","Posted
Posted 2 days ago",160K - 202K,netflix,160000.0,202000.0,los angeles,CA,los angeles,68292.0,76309.0,85116.0,92507.0,99236.0,los angeles,6.7,Yes
Senior Statistician,https://www.indeed.com/rc/clk?jk=8c46b89ed7436c70&fccid=11af256777f44983&vjs=3,"Quality Insights,Inc","Charleston, WV 25304","Posted
Posted 2 days ago",91.2K - 115K,quality insightsinc,91200.0,115000.0,charleston,WV,charleston,56586.5,63230.0,70526.5,76651.0,82227.0,charleston,4.4,No
Machine Learning Engineer(Onsite),https://www.indeed.com/rc/clk?jk=01b1b42d2a2d8038&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant Technology Solutions,"Charlotte, NC 28201 
(Myers Park area)","Posted
Posted 2 days ago",98.8K - 125K,cognizant technology solutions,98800.0,125000.0,charlotte,NC,charlotte,59422.0,66398.0,74061.0,80492.0,86347.0,charlotte,4.5,Yes
